instrument,wedge_percent,family,valid_parameter_configurations,median_avoided_new_product_tonnes,lower_quartile_avoided_new_product_tonnes,upper_quartile_avoided_new_product_tonnes,median_avoided_new_product_percent,lower_quartile_avoided_new_product_percent,upper_quartile_avoided_new_product_percent,median_avoided_new_product_primary_metal_tonnes,lower_quartile_avoided_new_product_primary_metal_tonnes,upper_quartile_avoided_new_product_primary_metal_tonnes,median_avoided_new_product_recycled_metal_tonnes,lower_quartile_avoided_new_product_recycled_metal_tonnes,upper_quartile_avoided_new_product_recycled_metal_tonnes
recycling_support,1.0,RATV,729,5052.189767104341,2238.0894602909684,11343.78262472758,0.006304438635099173,0.0027928281225971675,0.01415548202744742,-3.048662340694136,-29.02759125655939,10.711743286818091,-73.07940581887638,-146.9305179689584,-36.43453669663573
recycling_support,1.0,all CE-RISE families,729,2128.3467155782255,-456.40881336879465,8212.602135006535,0.0012494527973971714,-0.00026793626454110715,0.004821234546226711,88.23878813314718,48.39114065296882,180.74892907835263,-386.2229708393072,-775.9753268494493,-192.68201920835745
recycling_support,2.0,ELMA,729,-896.2250710333901,-1736.9526438354515,-479.40206053807924,-0.0010322089989183122,-0.002000499882908442,-0.0005521415735634457,274.37543201152585,160.28702405757213,548.1261701701733,-619.2182309464459,-1250.51144017979,-308.14486633916306
recycling_support,2.0,OFMA,729,-1929.4940737786799,-2429.2624431661334,-1170.1756981708636,-0.05709664325682992,-0.07188554397735948,-0.03462726592128284,-57.38245078860614,-62.80411217395547,-50.566486753227245,-13.400707353664119,-26.893453899894123,-6.754312264873669
recycling_support,2.0,RATV,729,10472.004001302645,4808.198719370412,22233.496901697014,0.013067622091829083,0.0059999713330259686,0.027744349147984317,-11.080247336285538,-63.81345277595392,18.5156444014101,-147.6747163556538,-298.40990677823805,-73.46449612950173
recycling_support,2.0,all CE-RISE families,729,7811.0026159533645,2412.0411873044786,18930.021737986513,0.004585474254521598,0.0014159965511521511,0.011112930258118558,209.71936506250242,128.45874896281902,399.755249849175,-780.3167849801471,-1575.8347656549468,-388.35410945976946
refurbishment_support,0.25,ELMA,729,7.029634338934557,-261.1270017752104,252.44443926785607,8.096238387291329e-6,-0.00030074771372122017,0.0002907477489317639,3.123954324910301,-229.95534115482587,364.6955984952947,-0.0990430640500044,-0.42058966057621383,0.22042625474121458
refurbishment_support,0.25,OFMA,729,-2289.8949720437945,-4057.629387424212,483.8475484182936,-0.06776145005635816,-0.12007138075758805,0.014317779586971597,-7.291341261772568,-46.46032404051786,46.40183825410653,-0.10460545330976986,-0.37085365551933025,0.09546014290920798
refurbishment_support,0.25,RATV,729,-3544.072948848596,-20758.50065736007,31901.28988151648,-0.004422516068143862,-0.025903756506359586,0.03980842638731728,-0.40717423563910415,-42.180714110665576,44.53297598322024,-0.02320771588444792,-0.5391695201940307,0.15132099008895095
refurbishment_support,0.25,all CE-RISE families,729,-5208.478771630142,-19299.398468602103,28016.20712969331,-0.003057654245788168,-0.01132977405804224,0.01644700467007501,14.83423336155042,-170.88904602040435,261.1261975550646,-0.2822790694495631,-0.8630604119018264,0.08967741288028588
